ApplNo	ProductNo	Form	RoutsOfAdministration	DrugName	ActiveIngredient
064099	001	INJECTABLE	INJECTION	AMIKACIN SULFATE	AMIKACIN SULFATE
064101	001	SOLUTION	TOPICAL	ERYTHRO-STATIN	ERYTHROMYCIN
064103	001	INJECTABLE	INJECTION	CERUBIDINE	DAUNORUBICIN HYDROCHLORIDE
064106	001	INJECTABLE	INJECTION	MITOMYCIN	MITOMYCIN
064107	001	CAPSULE	ORAL	CEFACLOR	CEFACLOR
064107	002	CAPSULE	ORAL	CEFACLOR	CEFACLOR
064108	001	SOLUTION	TOPICAL	CLINDAMYCIN PHOSPHATE	CLINDAMYCIN PHOSPHATE
064110	001	FOR_SUSPENSION	ORAL	CEFACLOR	CEFACLOR
064114	001	FOR_SUSPENSION	ORAL	CEFACLOR	CEFACLOR
064115	001	FOR_SUSPENSION	ORAL	CEFACLOR	CEFACLOR
064116	001	FOR_SUSPENSION	ORAL	CEFACLOR	CEFACLOR
064117	001	INJECTABLE	INJECTION	MITOMYCIN	MITOMYCIN
064117	002	INJECTABLE	INJECTION	MITOMYCIN	MITOMYCIN
064117	003	INJECTABLE	INJECTION	MITOMYCIN	MITOMYCIN
064118	001	POWDER	TOPICAL	NYSTOP	NYSTATIN
064120	001	SOLUTION_DROPS	OPHTHALMIC	TRIMETHOPRIM SULFATE AND POLYMYXIN B SULFATE	POLYMYXIN B SULFATE; TRIMETHOPRIM SULFATE
064124	001	INJECTABLE	INJECTION	CEFUROXIME SODIUM	CEFUROXIME SODIUM
064125	001	INJECTABLE	INTRAMUSCULAR_INTRAVENOUS	CEFUROXIME SODIUM	CEFUROXIME SODIUM
064125	002	INJECTABLE	INJECTION	CEFUROXIME SODIUM	CEFUROXIME SODIUM
064126	001	SWAB	TOPICAL	ERYTHROMYCIN	ERYTHROMYCIN
064127	001	SOLUTION	TOPICAL	ERYTHROMYCIN	ERYTHROMYCIN
064128	001	SWAB	TOPICAL	ERYTHROMYCIN	ERYTHROMYCIN
064131	001	TABLET_CHEWABLE	ORAL	AMOXICILLIN	AMOXICILLIN
064131	002	TABLET_CHEWABLE	ORAL	AMOXICILLIN	AMOXICILLIN
064134	001	SUSPENSION_DROPS	OPHTHALMIC	TOBRAMYCIN AND DEXAMETHASONE	DEXAMETHASONE; TOBRAMYCIN
064135	001	SUSPENSION_DROPS	OPHTHALMIC	DEXASPORIN	DEXAMETHASONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE
064136	001	SWAB	TOPICAL	CLINDETS	CLINDAMYCIN PHOSPHATE
064139	001	TABLET_CHEWABLE	ORAL	AMOXICILLIN	AMOXICILLIN
064139	002	TABLET_CHEWABLE	ORAL	AMOXICILLIN	AMOXICILLIN
064140	001	INJECTABLE	INJECTION	DOXORUBICIN HYDROCHLORIDE	DOXORUBICIN HYDROCHLORIDE
064140	002	INJECTABLE	INJECTION	DOXORUBICIN HYDROCHLORIDE	DOXORUBICIN HYDROCHLORIDE
064141	001	INJECTABLE	INJECTION	AMPHOTERICIN B	AMPHOTERICIN B
064142	001	SUSPENSION	ORAL	NYSTATIN	NYSTATIN
064144	001	INJECTABLE	INJECTION	MITOMYCIN	MITOMYCIN
064144	002	INJECTABLE	INJECTION	MITOMYCIN	MITOMYCIN
064144	003	INJECTABLE	INJECTION	MITOMYCIN	MITOMYCIN
064145	001	CAPSULE	ORAL	CEFACLOR	CEFACLOR
064145	002	CAPSULE	ORAL	CEFACLOR	CEFACLOR
064146	001	INJECTABLE	INJECTION	AMIKACIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER	AMIKACIN SULFATE
064148	001	CAPSULE	ORAL	CEFACLOR	CEFACLOR
064148	002	CAPSULE	ORAL	CEFACLOR	CEFACLOR
064150	001	CAPSULE	ORAL	RIFAMPIN	RIFAMPIN
064150	002	CAPSULE	ORAL	RIFAMPIN	RIFAMPIN
064153	001	INJECTABLE	INJECTION	BACIIM	BACITRACIN
064155	001	FOR_SUSPENSION	ORAL	CEFACLOR	CEFACLOR
064156	001	CAPSULE	ORAL	CEFACLOR	CEFACLOR
064156	002	CAPSULE	ORAL	CEFACLOR	CEFACLOR
064159	001	SOLUTION	TOPICAL	CLINDAMYCIN PHOSPHATE	CLINDAMYCIN PHOSPHATE
064160	001	GEL	TOPICAL	CLINDAMYCIN PHOSPHATE	CLINDAMYCIN PHOSPHATE
064163	001	SOLUTION_DROPS	OPHTHALMIC	GENTAK	GENTAMICIN SULFATE
064164	001	FOR_SUSPENSION	ORAL	CEFACLOR	CEFACLOR
064165	001	FOR_SUSPENSION	ORAL	CEFACLOR	CEFACLOR
064166	001	FOR_SUSPENSION	ORAL	CEFACLOR	CEFACLOR
064169	001	INJECTABLE	INJECTION	CEFAZOLIN SODIUM	CEFAZOLIN SODIUM
064169	002	INJECTABLE	INJECTION	CEFAZOLIN SODIUM	CEFAZOLIN SODIUM
064170	001	INJECTABLE	INJECTION	CEFAZOLIN SODIUM	CEFAZOLIN SODIUM
064170	002	INJECTABLE	INJECTION	CEFAZOLIN SODIUM	CEFAZOLIN SODIUM
064171	001	CAPSULE	ORAL	PAROMOMYCIN SULFATE	PAROMOMYCIN SULFATE
064180	001	INJECTABLE	INJECTION	MITOMYCIN	MITOMYCIN
064180	002	INJECTABLE	INJECTION	MITOMYCIN	MITOMYCIN
064184	001	GEL	TOPICAL	ERYTHROMYCIN	ERYTHROMYCIN
064187	001	SOLUTION	TOPICAL	ERYTHROMYCIN	ERYTHROMYCIN
064191	001	INJECTABLE	INJECTION	CEFUROXIME SODIUM	CEFUROXIME SODIUM
064192	001	INJECTABLE	INTRAMUSCULAR_INTRAVENOUS	CEFUROXIME SODIUM	CEFUROXIME SODIUM
064192	002	INJECTABLE	INTRAMUSCULAR_INTRAVENOUS	CEFUROXIME SODIUM	CEFUROXIME SODIUM
064200	001	INJECTABLE	INJECTION	CEFOTAXIME	CEFOTAXIME SODIUM
064200	002	INJECTABLE	INJECTION	CEFOTAXIME	CEFOTAXIME SODIUM
064200	003	INJECTABLE	INJECTION	CEFOTAXIME	CEFOTAXIME SODIUM
064201	001	INJECTABLE	INJECTION	CEFOTAXIME	CEFOTAXIME SODIUM
064201	002	INJECTABLE	INJECTION	CEFOTAXIME	CEFOTAXIME SODIUM
064204	001	FOR_SUSPENSION	ORAL	CEFACLOR	CEFACLOR
064205	001	FOR_SUSPENSION	ORAL	CEFACLOR	CEFACLOR
064206	001	FOR_SUSPENSION	ORAL	CEFACLOR	CEFACLOR
064207	001	FOR_SUSPENSION	ORAL	CEFACLOR	CEFACLOR
064210	001	INJECTABLE	INJECTION	STREPTOMYCIN SULFATE	STREPTOMYCIN SULFATE
064211	001	SOLUTION_DROPS	OPHTHALMIC	TRIMETHOPRIM SULFATE AND POLYMYXIN B SULFATE	POLYMYXIN B SULFATE; TRIMETHOPRIM SULFATE
064212	001	INJECTABLE	INJECTION	DAUNORUBICIN HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE
064212	002	INJECTABLE	INJECTION	DAUNORUBICIN HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE
064216	001	INJECTABLE	INJECTION	COLISTIMETHATE SODIUM	COLISTIMETHATE SODIUM
064217	001	INJECTABLE	INJECTION	RIFAMPIN	RIFAMPIN
065000	001	INJECTABLE	INJECTION	DAUNORUBICIN HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE
065001	001	INJECTABLE	INTRAMUSCULAR_INTRAVENOUS	CEFUROXIME SODIUM	CEFUROXIME SODIUM
065001	002	INJECTABLE	INJECTION	CEFUROXIME SODIUM	CEFUROXIME SODIUM
065002	001	INJECTABLE	INJECTION	CEFUROXIME SODIUM	CEFUROXIME SODIUM
065003	001	CAPSULE	ORAL	GENGRAF	CYCLOSPORINE
065003	002	CAPSULE	ORAL	GENGRAF	CYCLOSPORINE
065003	003	CAPSULE	ORAL	GENGRAF	CYCLOSPORINE
065004	001	INJECTABLE	INJECTION	CYCLOSPORINE	CYCLOSPORINE
065005	001	CAPSULE	ORAL	MINOCYCLINE HYDROCHLORIDE	MINOCYCLINE HYDROCHLORIDE
065005	002	CAPSULE	ORAL	MINOCYCLINE HYDROCHLORIDE	MINOCYCLINE HYDROCHLORIDE
065005	003	CAPSULE	ORAL	MINOCYCLINE HYDROCHLORIDE	MINOCYCLINE HYDROCHLORIDE
065006	001	SOLUTION_DROPS	OPHTHALMIC	TRIMETHOPRIM SULFATE AND POLYMYXIN B SULFATE	POLYMYXIN B SULFATE; TRIMETHOPRIM SULFATE
065007	001	CAPSULE	ORAL	CEPHALEXIN	CEPHALEXIN
065007	002	CAPSULE	ORAL	CEPHALEXIN	CEPHALEXIN
065009	001	GEL	TOPICAL	E-GLADES	ERYTHROMYCIN
065010	001	SOLUTION	ORAL	NEO-FRADIN	NEOMYCIN SULFATE
065011	001	INJECTABLE	INJECTION	CEFOXITIN	CEFOXITIN SODIUM
065012	001	INJECTABLE	INJECTION	CEFOXITIN	CEFOXITIN SODIUM
065012	002	INJECTABLE	INJECTION	CEFOXITIN	CEFOXITIN SODIUM
065013	001	INJECTABLE	INJECTION	TOBRAMYCIN SULFATE	TOBRAMYCIN SULFATE
065015	001	CAPSULE	ORAL	CEFADROXIL	CEFADROXIL/CEFADROXIL HEMIHYDRATE
065016	001	CAPSULE	ORAL	AMOXICILLIN	AMOXICILLIN
065016	002	CAPSULE	ORAL	AMOXICILLIN	AMOXICILLIN
065017	001	CAPSULE	ORAL	CYCLOSPORINE	CYCLOSPORINE
065017	002	CAPSULE	ORAL	CYCLOSPORINE	CYCLOSPORINE
065018	001	TABLET	ORAL	CEFADROXIL	CEFADROXIL/CEFADROXIL HEMIHYDRATE
065021	001	TABLET_CHEWABLE	ORAL	AMOXICILLIN	AMOXICILLIN
065021	002	TABLET_CHEWABLE	ORAL	AMOXICILLIN	AMOXICILLIN
065022	001	OINTMENT	OPHTHALMIC	BACITRACIN ZINC AND POLYMYXIN B SULFATE	BACITRACIN ZINC; POLYMYXIN B SULFATE
065024	001	OINTMENT	OPHTHALMIC	GENTAMICIN SULFATE	GENTAMICIN SULFATE
065025	001	SOLUTION	ORAL	CYCLOSPORINE	CYCLOSPORINE
065026	001	SOLUTION_DROPS	OPHTHALMIC	TOBRAMYCIN	TOBRAMYCIN
065027	001	INJECTABLE	INJECTION	CLINDAMYCIN PHOSPHATE IN DEXTROSE 5% IN PLASTIC CONTAINER	CLINDAMYCIN PHOSPHATE
065027	002	INJECTABLE	INJECTION	CLINDAMYCIN PHOSPHATE IN DEXTROSE 5% IN PLASTIC CONTAINER	CLINDAMYCIN PHOSPHATE
065027	003	INJECTABLE	INJECTION	CLINDAMYCIN PHOSPHATE IN DEXTROSE 5% IN PLASTIC CONTAINER	CLINDAMYCIN PHOSPHATE
065028	001	CAPSULE	ORAL	RIFAMPIN	RIFAMPIN
065028	002	CAPSULE	ORAL	RIFAMPIN	RIFAMPIN
065031	001	INJECTABLE	INJECTION	BLEOMYCIN SULFATE	BLEOMYCIN SULFATE
065031	002	INJECTABLE	INJECTION	BLEOMYCIN SULFATE	BLEOMYCIN SULFATE
065032	001	CAPSULE	ORAL	DOXYCYCLINE	DOXYCYCLINE
065032	002	CAPSULE	ORAL	DOXYCYCLINE	DOXYCYCLINE
065033	001	INJECTABLE	INJECTION	BLEOMYCIN SULFATE	BLEOMYCIN SULFATE
065033	002	INJECTABLE	INJECTION	BLEOMYCIN SULFATE	BLEOMYCIN SULFATE
065034	001	INJECTABLE	INJECTION	DAUNORUBICIN HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE
065035	001	INJECTABLE	INJECTION	DAUNORUBICIN HYDROCHLORIDE	DAUNORUBICIN HYDROCHLORIDE
065036	001	INJECTABLE	INJECTION	IDARUBICIN HYDROCHLORIDE PFS	IDARUBICIN HYDROCHLORIDE
065037	001	INJECTABLE	INJECTION	IDARUBICIN HYDROCHLORIDE	IDARUBICIN HYDROCHLORIDE
065037	002	INJECTABLE	INJECTION	IDARUBICIN HYDROCHLORIDE	IDARUBICIN HYDROCHLORIDE
065037	003	INJECTABLE	INJECTION	IDARUBICIN HYDROCHLORIDE	IDARUBICIN HYDROCHLORIDE
065040	001	CAPSULE	ORAL	CYCLOSPORINE	CYCLOSPORINE
065040	002	CAPSULE	ORAL	CYCLOSPORINE	CYCLOSPORINE
065041	001	CAPSULE	ORAL	DOXYCYCLINE	DOXYCYCLINE
065041	002	CAPSULE	ORAL	DOXYCYCLINE	DOXYCYCLINE
065042	001	INJECTABLE	INJECTION	BLEOMYCIN SULFATE	BLEOMYCIN SULFATE
065042	002	INJECTABLE	INJECTION	BLEOMYCIN SULFATE	BLEOMYCIN SULFATE
065043	001	TABLET	ORAL	CEFUROXIME AXETIL	CEFUROXIME AXETIL
065043	002	TABLET	ORAL	CEFUROXIME AXETIL	CEFUROXIME AXETIL
065043	003	TABLET	ORAL	CEFUROXIME AXETIL	CEFUROXIME AXETIL
065044	001	CAPSULE	ORAL	CYCLOSPORINE	CYCLOSPORINE
065044	002	CAPSULE	ORAL	CYCLOSPORINE	CYCLOSPORINE
065046	001	INJECTABLE	INJECTION	CEFUROXIME SODIUM	CEFUROXIME SODIUM
065047	001	INJECTABLE	INJECTION	CEFAZOLIN SODIUM	CEFAZOLIN SODIUM
065047	002	INJECTABLE	INJECTION	CEFAZOLIN SODIUM	CEFAZOLIN SODIUM
065048	001	INJECTABLE	INTRAMUSCULAR_INTRAVENOUS	CEFUROXIME SODIUM	CEFUROXIME SODIUM
065048	002	INJECTABLE	INJECTION	CEFUROXIME SODIUM	CEFUROXIME SODIUM
065048	003	INJECTABLE	INJECTION	CEFUROXIME	CEFUROXIME
065048	004	INJECTABLE	INJECTION	CEFUROXIME	CEFUROXIME
065049	001	SWAB	TOPICAL	CLINDAMYCIN PHOSPHATE	CLINDAMYCIN PHOSPHATE
065050	001	INJECTABLE	INJECTION	CEFOXITIN	CEFOXITIN SODIUM
065051	001	INJECTABLE	INJECTION	CEFOXITIN	CEFOXITIN SODIUM
065051	002	INJECTABLE	INJECTION	CEFOXITIN	CEFOXITIN SODIUM
065053	001	CAPSULE	ORAL	DOXYCYCLINE	DOXYCYCLINE
065053	002	CAPSULE	ORAL	DOXYCYCLINE	DOXYCYCLINE
065053	003	CAPSULE	ORAL	DOXYCYCLINE	DOXYCYCLINE
065054	001	SOLUTION	ORAL	CYCLOSPORINE	CYCLOSPORINE
065055	001	CAPSULE	ORAL	DOXYCYCLINE	DOXYCYCLINE
065055	002	CAPSULE	ORAL	DOXYCYCLINE	DOXYCYCLINE
065055	003	CAPSULE	ORAL	DOXYCYCLINE	DOXYCYCLINE
065055	004	CAPSULE	ORAL	DOXYCYCLINE	DOXYCYCLINE
065056	001	TABLET	ORAL	AMOXICILLIN	AMOXICILLIN
065056	002	TABLET	ORAL	AMOXICILLIN	AMOXICILLIN
065057	001	TABLET_EXTENDED_RELEASE	ORAL	CEFACLOR	CEFACLOR
065058	001	TABLET_EXTENDED_RELEASE	ORAL	CEFACLOR	CEFACLOR
065058	002	TABLET_EXTENDED_RELEASE	ORAL	CEFACLOR	CEFACLOR
065059	001	TABLET	ORAL	AMOXICILLIN	AMOXICILLIN
065059	002	TABLET	ORAL	AMOXICILLIN	AMOXICILLIN
065060	001	TABLET_CHEWABLE	ORAL	AMOXICILLIN	AMOXICILLIN
065060	002	TABLET_CHEWABLE	ORAL	AMOXICILLIN	AMOXICILLIN
065061	001	CAPSULE	ORAL	CLINDAMYCIN HYDROCHLORIDE	CLINDAMYCIN HYDROCHLORIDE
065061	002	CAPSULE	ORAL	CLINDAMYCIN HYDROCHLORIDE	CLINDAMYCIN HYDROCHLORIDE
065062	001	CAPSULE	ORAL	MINOCYCLINE HYDROCHLORIDE	MINOCYCLINE HYDROCHLORIDE
065062	002	CAPSULE	ORAL	MINOCYCLINE HYDROCHLORIDE	MINOCYCLINE HYDROCHLORIDE
065062	003	CAPSULE	ORAL	MINOCYCLINE HYDROCHLORIDE	MINOCYCLINE HYDROCHLORIDE
065063	001	TABLET	ORAL	AMOXICILLIN AND CLAVULANATE POTASSIUM	AMOXICILLIN; CLAVULANATE POTASSIUM
065064	001	TABLET	ORAL	AMOXICILLIN AND CLAVULANATE POTASSIUM	AMOXICILLIN; CLAVULANATE POTASSIUM
065065	001	TABLET_CHEWABLE	ORAL	AMOXICILLIN AND CLAVULANATE POTASSIUM	AMOXICILLIN; CLAVULANATE POTASSIUM
065065	002	TABLET_CHEWABLE	ORAL	AMOXICILLIN AND CLAVULANATE POTASSIUM	AMOXICILLIN; CLAVULANATE POTASSIUM
065066	001	FOR_SUSPENSION	ORAL	AMOXICILLIN AND CLAVULANATE POTASSIUM	AMOXICILLIN; CLAVULANATE POTASSIUM
065066	002	FOR_SUSPENSION	ORAL	AMOXICILLIN AND CLAVULANATE POTASSIUM	AMOXICILLIN; CLAVULANATE POTASSIUM
065067	001	LOTION	TOPICAL	CLINDAMYCIN PHOSPHATE	CLINDAMYCIN PHOSPHATE
065068	001	INJECTABLE	INTRAMUSCULAR_INTRAVENOUS	PENICILLIN G SODIUM	PENICILLIN G SODIUM
065069	001	TABLET	ORAL	CEFUROXIME AXETIL	CEFUROXIME AXETIL
065069	002	TABLET	ORAL	CEFUROXIME AXETIL	CEFUROXIME AXETIL
065070	001	TABLET	ORAL	DOXYCYCLINE	DOXYCYCLINE
065070	002	TABLET	ORAL	DOXYCYCLINE	DOXYCYCLINE
065070	003	TABLET	ORAL	DOXYCYCLINE	DOXYCYCLINE
065070	004	TABLET	ORAL	DOXYCYCLINE	DOXYCYCLINE
065071	001	INJECTABLE	INJECTION	CEFOTAXIME	CEFOTAXIME SODIUM
065072	001	INJECTABLE	INJECTION	CEFOTAXIME	CEFOTAXIME SODIUM
065072	002	INJECTABLE	INJECTION	CEFOTAXIME	CEFOTAXIME SODIUM
065072	003	INJECTABLE	INJECTION	CEFOTAXIME	CEFOTAXIME SODIUM
065074	001	INJECTABLE	INJECTION	AMPICILLIN AND SULBACTAM	AMPICILLIN SODIUM; SULBACTAM SODIUM
065074	002	INJECTABLE	INJECTION	AMPICILLIN AND SULBACTAM	AMPICILLIN SODIUM; SULBACTAM SODIUM
065076	001	INJECTABLE	INJECTION	AMPICILLIN AND SULBACTAM	AMPICILLIN SODIUM; SULBACTAM SODIUM
065078	001	SOLUTION	ORAL	CYCLOSPORINE	CYCLOSPORINE
065079	001	INJECTABLE	INJECTION	PENICILLIN G POTASSIUM	PENICILLIN G POTASSIUM
065079	002	INJECTABLE	INJECTION	PENICILLIN G POTASSIUM	PENICILLIN G POTASSIUM
065079	003	INJECTABLE	INJECTION	PENICILLIN G POTASSIUM	PENICILLIN G POTASSIUM
065080	001	TABLET_FOR_SUSPENSION	ORAL	DISPERMOX	AMOXICILLIN
065080	002	TABLET_FOR_SUSPENSION	ORAL	DISPERMOX	AMOXICILLIN
065081	001	FOR_SUSPENSION	ORAL	CEPHALEXIN	CEPHALEXIN
065081	002	FOR_SUSPENSION	ORAL	CEPHALEXIN	CEPHALEXIN
065082	001	FOR_SUSPENSION	ORAL	CEFPODOXIME PROXETIL	CEFPODOXIME PROXETIL
065082	002	FOR_SUSPENSION	ORAL	CEFPODOXIME PROXETIL	CEFPODOXIME PROXETIL
065083	001	TABLET	ORAL	CEFPODOXIME PROXETIL	CEFPODOXIME PROXETIL
065083	002	TABLET	ORAL	CEFPODOXIME PROXETIL	CEFPODOXIME PROXETIL
065085	001	OINTMENT	TOPICAL	MUPIROCIN	MUPIROCIN
065087	001	SOLUTION_DROPS	OPHTHALMIC	TOBRAMYCIN	TOBRAMYCIN
065088	001	OINTMENT	OPHTHALMIC	NEOMYCIN AND POLYMYXIN B SULFATES AND BACITRACIN ZINC	BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE
065089	001	FOR_SUSPENSION	ORAL	AMOXICILLIN AND CLAVULANATE POTASSIUM	AMOXICILLIN; CLAVULANATE POTASSIUM
065089	002	FOR_SUSPENSION	ORAL	AMOXICILLIN AND CLAVULANATE POTASSIUM	AMOXICILLIN; CLAVULANATE POTASSIUM
065092	001	TABLET_CHEWABLE	ORAL	RANICLOR	CEFACLOR
065092	002	TABLET_CHEWABLE	ORAL	RANICLOR	CEFACLOR
065092	003	TABLET_CHEWABLE	ORAL	RANICLOR	CEFACLOR
065092	004	TABLET_CHEWABLE	ORAL	RANICLOR	CEFACLOR
065093	001	TABLET	ORAL	AMOXICILLIN AND CLAVULANATE POTASSIUM	AMOXICILLIN; CLAVULANATE POTASSIUM
065094	001	TABLET	ORAL	DEMECLOCYCLINE HYDROCHLORIDE	DEMECLOCYCLINE HYDROCHLORIDE
065094	002	TABLET	ORAL	DEMECLOCYCLINE HYDROCHLORIDE	DEMECLOCYCLINE HYDROCHLORIDE
065095	001	TABLET	ORAL	DOXYCYCLINE HYCLATE	DOXYCYCLINE HYCLATE
065096	001	TABLET	ORAL	AMOXICILLIN AND CLAVULANATE POTASSIUM	AMOXICILLIN; CLAVULANATE POTASSIUM
065098	001	FOR_SUSPENSION	ORAL	AMOXICILLIN AND CLAVULANATE POTASSIUM	AMOXICILLIN; CLAVULANATE POTASSIUM
065098	002	FOR_SUSPENSION	ORAL	AMOXICILLIN AND CLAVULANATE POTASSIUM	AMOXICILLIN; CLAVULANATE POTASSIUM
065100	001	TABLET_FOR_SUSPENSION	ORAL	PANIXINE DISPERDOSE	CEPHALEXIN
065100	002	TABLET_FOR_SUSPENSION	ORAL	PANIXINE DISPERDOSE	CEPHALEXIN
065101	001	TABLET	ORAL	AMOXICILLIN AND CLAVULANATE POTASSIUM	AMOXICILLIN; CLAVULANATE POTASSIUM
065102	001	TABLET	ORAL	AMOXICILLIN AND CLAVULANATE POTASSIUM	AMOXICILLIN; CLAVULANATE POTASSIUM
065103	001	CAPSULE	ORAL	DOXYCYCLINE HYCLATE	DOXYCYCLINE HYCLATE
065106	001	SOLUTION	IRRIGATION	NEOMYCIN AND POLYMYXIN B SULFATE	NEOMYCIN SULFATE; POLYMYXIN B SULFATE
065108	001	SOLUTION	IRRIGATION	NEOMYCIN AND POLYMYXIN B SULFATE	NEOMYCIN SULFATE; POLYMYXIN B SULFATE
065109	001	TABLET	ORAL	AMOXICILLIN AND CLAVULANATE POTASSIUM	AMOXICILLIN; CLAVULANATE POTASSIUM
065110	001	CAPSULE	ORAL	CYCLOSPORINE	CYCLOSPORINE
065110	002	CAPSULE	ORAL	CYCLOSPORINE	CYCLOSPORINE
065110	003	CAPSULE	ORAL	CYCLOSPORINE	CYCLOSPORINE
065111	001	INJECTABLE	INJECTION	KANAMYCIN SULFATE	KANAMYCIN SULFATE
065111	002	INJECTABLE	INJECTION	KANAMYCIN SULFATE	KANAMYCIN SULFATE
065112	001	GEL	TOPICAL	ERYTHROMYCIN AND BENZOYL PEROXIDE	BENZOYL PEROXIDE; ERYTHROMYCIN
065113	001	FOR_SUSPENSION	ORAL	AMOXICILLIN	AMOXICILLIN
065113	002	FOR_SUSPENSION	ORAL	AMOXICILLIN	AMOXICILLIN
065114	001	INJECTABLE	INJECTION	PIPERACILLIN	PIPERACILLIN SODIUM
065114	002	INJECTABLE	INJECTION	PIPERACILLIN	PIPERACILLIN SODIUM
065114	003	INJECTABLE	INJECTION	PIPERACILLIN	PIPERACILLIN SODIUM
065115	001	FOR_SUSPENSION	ORAL	CEFADROXIL	CEFADROXIL/CEFADROXIL HEMIHYDRATE
065115	002	FOR_SUSPENSION	ORAL	CEFADROXIL	CEFADROXIL/CEFADROXIL HEMIHYDRATE
065115	003	FOR_SUSPENSION	ORAL	CEFADROXIL	CEFADROXIL/CEFADROXIL HEMIHYDRATE
065116	001	INJECTABLE	INJECTION	BACITRACIN	BACITRACIN
065117	001	TABLET	ORAL	AMOXICILLIN AND CLAVULANATE POTASSIUM	AMOXICILLIN; CLAVULANATE POTASSIUM
065118	001	TABLET	ORAL	CEFUROXIME AXETIL	CEFUROXIME AXETIL
065118	002	TABLET	ORAL	CEFUROXIME AXETIL	CEFUROXIME AXETIL
065118	003	TABLET	ORAL	CEFUROXIME AXETIL	CEFUROXIME AXETIL
065119	001	FOR_SUSPENSION	ORAL	AMOXICILLIN	AMOXICILLIN
065119	002	FOR_SUSPENSION	ORAL	AMOXICILLIN	AMOXICILLIN
065120	001	INJECTABLE	INJECTION	TOBRAMYCIN SULFATE (PHARMACY BULK)	TOBRAMYCIN SULFATE
065121	001	SOLUTION_DROPS	OPHTHALMIC	GENTAMICIN SULFATE	GENTAMICIN SULFATE
065122	001	INJECTABLE	INJECTION	TOBRAMYCIN SULFATE	TOBRAMYCIN SULFATE
065122	002	INJECTABLE	INJECTION	TOBRAMYCIN SULFATE	TOBRAMYCIN SULFATE
065123	001	OINTMENT	TOPICAL	MUPIROCIN	MUPIROCIN
065124	001	INJECTABLE	INJECTION	CEFOTAXIME SODIUM	CEFOTAXIME SODIUM
065124	002	INJECTABLE	INJECTION	CEFOTAXIME SODIUM	CEFOTAXIME SODIUM
065124	003	INJECTABLE	INJECTION	CEFOTAXIME SODIUM	CEFOTAXIME SODIUM
065125	001	INJECTABLE	INTRAMUSCULAR_INTRAVENOUS	CEFTRIAXONE	CEFTRIAXONE SODIUM
065125	002	INJECTABLE	INTRAMUSCULAR_INTRAVENOUS	CEFTRIAXONE	CEFTRIAXONE SODIUM
065125	003	INJECTABLE	INTRAMUSCULAR_INTRAVENOUS	CEFTRIAXONE	CEFTRIAXONE SODIUM
065125	004	INJECTABLE	INTRAMUSCULAR_INTRAVENOUS	CEFTRIAXONE	CEFTRIAXONE SODIUM
065126	001	TABLET	ORAL	CEFUROXIME AXETIL	CEFUROXIME AXETIL
065126	002	TABLET	ORAL	CEFUROXIME AXETIL	CEFUROXIME AXETIL
065129	001	FOR_SUSPENSION	ORAL	SUPRAX	CEFIXIME
065130	001	TABLET	ORAL	SUPRAX	CEFIXIME
065131	001	TABLET	ORAL	MINOCYCLINE HYDROCHLORIDE	MINOCYCLINE HYDROCHLORIDE
065131	002	TABLET	ORAL	MINOCYCLINE HYDROCHLORIDE	MINOCYCLINE HYDROCHLORIDE
065131	003	TABLET	ORAL	MINOCYCLINE HYDROCHLORIDE	MINOCYCLINE HYDROCHLORIDE
065132	001	FOR_SUSPENSION	ORAL	AMOXICILLIN AND CLAVULANATE POTASSIUM	AMOXICILLIN; CLAVULANATE POTASSIUM
065132	002	FOR_SUSPENSION	ORAL	AMOXICILLIN AND CLAVULANATE POTASSIUM	AMOXICILLIN; CLAVULANATE POTASSIUM
065133	001	SOLUTION	ORAL	CYCLOSPORINE	CYCLOSPORINE
065134	001	TABLET	ORAL	DOXYCYCLINE HYCLATE	DOXYCYCLINE HYCLATE
065135	001	TABLET	ORAL	CEFUROXIME AXETIL	CEFUROXIME AXETIL
065135	002	TABLET	ORAL	CEFUROXIME AXETIL	CEFUROXIME AXETIL
065136	001	TABLET	ORAL	CLARITHROMYCIN	CLARITHROMYCIN
065137	001	TABLET	ORAL	CLARITHROMYCIN	CLARITHROMYCIN
065137	002	TABLET	ORAL	CLARITHROMYCIN	CLARITHROMYCIN
065138	001	POWDER	TOPICAL	NYSTATIN	NYSTATIN
065139	001	CREAM	VAGINAL	CLINDAMYCIN PHOSPHATE	CLINDAMYCIN PHOSPHATE
065141	001	INJECTABLE	INJECTION	CEFAZOLIN SODIUM	CEFAZOLIN SODIUM
065141	002	INJECTABLE	INJECTION	CEFAZOLIN SODIUM	CEFAZOLIN SODIUM
065143	001	INJECTABLE	INJECTION	CEFAZOLIN SODIUM	CEFAZOLIN SODIUM
065144	001	TABLET	ORAL	CLARITHROMYCIN	CLARITHROMYCIN
